Date received,Tag,Consumer Claim,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
04/04/2017,Student loan,"I feel as though I have been a victim of predatory lending by navient. I was steered into a tuition answer loan twice by my school and ot was not clear to me at that time that this loan was in a niche catagory meaning that it was not technically a student loan nor was it technically private. Meaning that it could not be eligible for income based repayment because it 's "" private '' nor can it be claimed under bankruptcy because it is a "" student loan. '' I was on XXXX at the time that I got these loans and having trouble making ends meet. I feel that I was pushed into it by my college, which is now defunct. I had a XXXX and to this day I continue to struggle being that I 'm not at a high paying job and I remain on state based health insurance ( XXXX and XXXX, which I pay for now ) in order to keep my XXXX going with very expensive XXXX. I have limited options in repayment and the amount due almost equals XXXX of my bi weekly paychecks leaving me little to live on. I was steered by navient into a "" lower interest rate '' plan but had no idea that doing so would not help me pay any principal at all. Also even though my payments are on time being in this low interest plan payment has limited my options and ability to have my consigned released. I was not educated as to the stipulations of these loans and it has literally ruined my life. I continue to depend on others and my family because this has tarnished my credit history. I feel as though i would have made a better choice as to not applying for these loans had I known the turmoil I 'd go through in my life due to their damage. I think they take advantage of navet of students who are trying to make ends meet while in college and not aware of the actual terms until it 's time to repay and you are out of options. Not all of us graduate from college and land a high paying position and in order to pay these back that 's what would need to happen. And especially with these sneaky loans disguised as student loans which are not really private otherwise I 'd have gone bankrupt to help my situation. I need help and I 've been hearing of a lot of lawsuits regarding this company and others going through the same or similar circumstances. Thank you for your time.",,"Navient Solutions, LLC.",NY,,,Consent provided,Web,04/04/2017,Closed with explanation,Yes,No,2417051
05/04/2016,Bank account or service,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,OH,43232,,,Referral,05/09/2016,Closed with non-monetary relief,Yes,No,1910234
05/08/2017,Debt collection,,Company believes it acted appropriately as authorized by contract or law,"Sunset Management, Inc",SC,29693,,,Phone,05/08/2017,Closed with explanation,Yes,,2478477
03/12/2018,Debt collection,,,"CAVALRY INVESTMENTS, LLC",CA,92392,,Consent not provided,Web,03/12/2018,Closed with non-monetary relief,Yes,,2840643
06/30/2017,Mortgage,"Tried to do loan modification and Ocwen sends back last payments so it wo n't become valid. Both Ocwen and their attorney never returns phone calls so I could find out why checks were returned. Was told by XXXX XXXX XXXX to file a Chapter XXXX bankruptcy, followed all directions to stop sale and that failed. Per commissioner and judge, it was supposed to be filed in Federal Bankruptcy Court to be valid but THEIR clerk at the window at the district court said that was it. She hand wrote the number on the top of the page and said to make sure we sent it to the proper people and we sent it to XXXX XXXX XXXX and they sent it to Ocwen. The amounts of the balance of that mortgage do n't even seem right. We went to court on XXXX XXXX,2017 to fight the sale with the bankruptcy and the Judge said that the bankruptcy was n't in time and filed properly so the commission of sale was granted. We asked him how long we had to keep fighting g this and he said 60 days but no one wants to help us because of the way it 's noted on the credit report a d how far the foreclosure is but we have been trying to fight everything since we were made aware and still got no help!",Company has responded to the consumer and the CFPB and chooses not to provide a public response,OCWEN LOAN SERVICING LLC,HI,967XX,"Older American, Servicemember",Consent provided,Web,06/30/2017,Closed with explanation,Yes,,2563040
10/12/2017,"Credit reporting, credit repair services, or other personal consumer reports","I have submitted multiple requestes written requests and even spoke with an Representative named XXXX at Experian regarding having the following inquiries removed because I didnt not authorize them and have been unsuccessful in doing so. 

XXXX. 
XXXX XXXX Dated : XXXX XXXX, XXXX Mortgage Reporters XXXX XXXX XXXX XXXX, MD XXXX ( XXXX ) XXXX 2. 
XXXX XXXX NA XXXX XXXX, XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, VA XXXX 3. 
XXXX XXXX NA XXXX XXXX, XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, VA XXXX 4. 
XXXX XXXX XXXX XXXX, XXXX XXXX XXXX XXXX XXXX  XXXX XXXX XXXX XXXX, CT XXXX ( XXXX ) XXXX 5. 
XXXX XXXX XXXX, XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, CA XXXX ( XXXX ) XXXX 6. 
XXXX XXXX XXXX, XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, CA XXXX ( XXXX ) XXXX 7. 
XXXX XXXX XXXX, XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, IN XXXX ( XXXX ) XXXX 8. 
XXXX XXXX XXXX, XXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX, SD XXXX BYMAILONLY",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,TX,761XX,,Consent provided,Web,10/12/2017,Closed with explanation,Yes,,2700145
04/23/2015,Mortgage,,Company chooses not to provide a public response,U.S. BANCORP,PA,18974,,Consent not provided,Web,04/29/2015,Closed with monetary relief,Yes,Yes,1345206
12/29/2016,Credit reporting,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,NJ,08043,,,Postal mail,12/30/2016,Closed with non-monetary relief,Yes,No,2268592
12/07/2018,Debt collection,,,JPMORGAN CHASE & CO.,WI,54901,,Consent not provided,Web,12/07/2018,Closed with non-monetary relief,Yes,,3094632
09/02/2015,Credit card,"I set up Citi credit card auto pay online as the site allows you too. I did this first time and they never took out my payment through auto pay which made my account late so I tried again online. Still did n't go through and i was late again. I did n't know it was late until they called me multiple times to let me know. Told them I did auto pay. They said It does n't show on the account and then I said it should because I did it XXXX online and they asked that I set it over the phone with them. That they recommend I do it over the phone because of issues of setting it up online. So, I set it up with them and they confirmed and I even received a letter saying I was enrolled in there autopay and the citi card rep over the phone said I now have auto pay and the payment will be taken out the checking account for the next statement. I gave at XXXX XXXX XXXX. My complaint is why is n't there autopay working online or over the phone? Because of this I have been late on my account XXXX months in a row because of CITI is not honoring there autopay agreement and not processing my payment for auto pay. By them not doing this it has cause me to be late and have accrued late charges every time. Not to mention my credit score and credit reputation with Citi. I urge Consumer Finance to please investigate to see if anyone has had issues and investigate there business practices. How do I know there not trying to make me late to up my APR percentage or/and identity theft from their Citi representatives who have all my account information over the phone and the auto pay still did not work.",Company chooses not to provide a public response,"CITIBANK, N.A.",CA,921XX,,Consent provided,Web,09/02/2015,Closed with explanation,Yes,Yes,1549514
02/17/2015,Credit reporting,,,"CITIBANK, N.A.",AZ,85711,Older American,,Fax,02/23/2015,Closed with monetary relief,Yes,Yes,1242106
11/21/2016,Debt collection,"I have determined that Southwest Credit or SWC, of XXXX, XXXX, has left repeated automatic recordings using two different phone numbers. XXXX and XXXX. The recordings ask for XXXX ( not my name ). I have dealt with scam debt collection agencies through CFPB before. When contacted by CFPB they claim they made a mistake and the employee responsible has been re-assigned and is being retrained. I do not owe any money to anyone or any agency anywhere. If I did they would send me a letter. I would appreciate CFPB contacting Southwest Credit in XXXX ( I live in XXXX ) and inform them that if they can not prove I owe a debt to cease and desist calling me and remove my phone number from their robo list. I am on several "" Do Not Call '' lists but they do no good. My research shows SWC has over XXXX complaints against them. Is that worth shutting them down?",,"Southwest Credit Systems, L.P.",OR,972XX,"Older American, Servicemember",Consent provided,Web,11/21/2016,Closed with explanation,Yes,No,2217413
06/19/2014,Debt collection,,,"Works & Lentz, Inc",OK,73506,Servicemember,,Web,06/19/2014,Closed with explanation,No,No,903005
01/22/2015,Debt collection,,,"Diversified Consultants, Inc.",IL,619XX,Older American,,Web,01/22/2015,Closed with explanation,Yes,No,1203538
09/14/2015,Credit reporting,,Company chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NV,89131,,Consent not provided,Web,09/14/2015,Closed with explanation,Yes,No,1562558
06/04/2013,Bank account or service,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",GA,313XX,,,Web,06/05/2013,Closed with monetary relief,Yes,No,424256
04/03/2018,"Money transfer, virtual currency, or money service","***** XX/XX/XXXX just log in only .. Think sometime in XX/XX/XXXX I purchased lite coin 2 ) Please list any actions that were not authorized by you, including the amount and timing of any transactions. 

***** XX/XX/XXXX roughly {$1200.00}, amount of lite Coins XXXX 3 ) Do you have any information on how your passwords, email, and/or XXXX codes were compromised in this attack? 

***** By phone 4 ) Is there any additional information you can provide to help us understand the attack? 

***** Here are the Phone # ( XXXX ) XXXX, Looks to be a cell # because they text me ( XXXX ) XXXX The guy I talked with said his name was XXXX,, Sounded like he was from XXXX by his Accent '' 5 ) If you this number Coin base help info either ( XXXX ) XXXX multiple number will appear in listed numbers .. 

6 ) pasted from email I received from flatulent base coin company .. You just sent XXXX LTC to XXXX 
XXXX Please contact me at ( XXXX ) XXXX cell phone, or via email XXXX XXXX",,"Coinbase, Inc.",NJ,,,Consent provided,Web,04/03/2018,Closed with explanation,Yes,,2862436
10/20/2016,Credit reporting,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,75703,,,Phone,10/20/2016,Closed with non-monetary relief,Yes,No,2172542
